cu_num,token,model_dim,inter_dim,expert,topk,act_type,dtype,q_dtype_a,q_dtype_w,q_type,use_g1u1,doweight_stage1,q_dtype_a2,q_dtype_w2,q_type2,block_m,block_m2,ksplit,us1,kernelName1,err1,us2,kernelName2,err2,us,run_1stage,tflops,bw,active_expert,_tag
256,1024,4096,1536,400,20,ActivationType.Gelu,torch.bfloat16,torch.int8,torch.int8,QuantType.per_Token,0,0,torch.int8,torch.int8,QuantType.per_Token,64,64,0,476.3171,flydsl_moe1_aint8_wint8_bf16_t64x64x256_w1_bnt0,0.0%,460.2431,flydsl_moe2_aint8_wint8_bf16_t64x128x256_atomic_w4_bnt0,8.7%,936.5602,0,550.31,5387.53,400,
256,2048,4096,1536,400,20,ActivationType.Gelu,torch.bfloat16,torch.int8,torch.int8,QuantType.per_Token,0,0,torch.int8,torch.int8,QuantType.per_Token,128,128,0,550.8202,flydsl_moe1_aint8_wint8_bf16_t128x256x128_async_w2_bnt0,2.2%,576.8226,flydsl_moe2_aint8_wint8_bf16_t128x128x128_atomic_w3,8.6%,1127.6428,0,914.11,4485.76,400,
256,4096,4096,1536,400,20,ActivationType.Gelu,torch.bfloat16,torch.int8,torch.int8,QuantType.per_Token,0,0,torch.int8,torch.int8,QuantType.per_Token,128,128,0,1000.9504,flydsl_moe1_aint8_wint8_bf16_t128x256x128_async_bnt0,2.1%,935.3499,flydsl_moe2_aint8_wint8_bf16_t128x128x128_atomic_w1,8.6%,1936.3003,0,1064.7,2625.37,400,
256,8192,4096,1536,400,20,ActivationType.Gelu,torch.bfloat16,torch.int8,torch.int8,QuantType.per_Token,0,0,torch.int8,torch.int8,QuantType.per_Token,128,128,0,1670.2487,flydsl_moe1_aint8_wint8_bf16_t128x128x128_async_bnt0,0.6%,1652.9893,flydsl_moe2_aint8_wint8_bf16_t128x256x64_atomic,8.6%,3323.238,0,1240.71,1544.83,400,
256,16384,4096,1536,400,20,ActivationType.Gelu,torch.bfloat16,torch.int8,torch.int8,QuantType.per_Token,0,0,torch.int8,torch.int8,QuantType.per_Token,128,128,0,2754.8962,flydsl_moe1_aint8_wint8_bf16_t128x128x128_w2,0.0%,2928.4203,flydsl_moe2_aint8_wint8_bf16_t128x256x64_atomic_w1,8.6%,5683.3165,0,1450.97,921.03,400,
256,20480,4096,1536,400,20,ActivationType.Gelu,torch.bfloat16,torch.int8,torch.int8,QuantType.per_Token,0,0,torch.int8,torch.int8,QuantType.per_Token,128,128,0,3319.046,flydsl_moe1_aint8_wint8_bf16_t128x128x128_w1,0.0%,3655.2459,flydsl_moe2_aint8_wint8_bf16_t128x256x64_atomic_w2,8.6%,6974.2919,0,1477.99,757.76,400,
256,32768,4096,1536,400,20,ActivationType.Gelu,torch.bfloat16,torch.int8,torch.int8,QuantType.per_Token,0,0,torch.int8,torch.int8,QuantType.per_Token,128,128,0,5076.7682,flydsl_moe1_aint8_wint8_bf16_t128x256x128_async_w4_bnt0,1.6%,5724.4627,flydsl_moe2_aint8_wint8_bf16_t128x256x64_atomic_w4,8.6%,10801.2309,0,1526.93,503.26,400,
256,65536,4096,1536,400,20,ActivationType.Gelu,torch.bfloat16,torch.int8,torch.int8,QuantType.per_Token,0,0,torch.int8,torch.int8,QuantType.per_Token,128,128,0,9761.046,flydsl_moe1_aint8_wint8_bf16_t128x128x128_w1,0.0%,10988.7038,flydsl_moe2_aint8_wint8_bf16_t128x256x64_atomic_w1_bnt0,8.6%,20749.7498,0,1589.67,281.38,400,
256,1,4096,1536,400,20,ActivationType.Gelu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,0,0,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,32,32,0,16.5996,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_async_w4,0.0%,19.215,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_atomic_w0_bnt0,9.0%,35.8146,0,14.05,3513.63,20,
256,2,4096,1536,400,20,ActivationType.Gelu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,0,0,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,64,32,0,27.0069,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_async_w3,0.0%,30.505,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_atomic_w0_bnt0,9.7%,57.5119,0,17.5,4376.12,40,
256,4,4096,1536,400,20,ActivationType.Gelu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,0,0,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,32,32,0,48.2229,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_async_w4,0.0%,51.1492,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_atomic_w0_bnt0,9.9%,99.3721,0,20.26,4875.44,77,
256,8,4096,1536,400,20,ActivationType.Gelu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,0,0,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,32,64,0,81.934,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_async_w4,0.0%,84.8937,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_atomic_w0_bnt0,9.0%,166.8277,0,24.14,5204.79,138,
256,16,4096,1536,400,20,ActivationType.Gelu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,0,0,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,32,64,0,123.9894,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_async_w4,0.0%,132.2177,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_w0_bnt0,9.2%,256.2071,0,31.43,5574.88,227,
256,32,4096,1536,400,20,ActivationType.Gelu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,0,0,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,32,32,0,174.27700000000002,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w4,0.0%,187.0082,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_atomic_w0_bnt0,9.0%,361.2852,0,44.58,5712.73,328,
256,64,4096,1536,400,20,ActivationType.Gelu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,0,0,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,32,64,0,205.042,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_async_w3,0.0%,217.5509,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_async_w0_bnt0,9.1%,422.5929,0,76.23,5718.45,384,
256,128,4096,1536,400,20,ActivationType.Gelu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,0,0,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,32,32,0,214.0566,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_async_w4,0.0%,227.9369,flydsl_moe2_afp4_wfp4_bf16_t32x128x128_atomic_mfma32k64_w0_bnt0,9.0%,441.9935,0,145.76,5668.21,398,
256,256,4096,1536,400,20,ActivationType.Gelu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,0,0,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,32,64,0,218.3741,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_async_w4,0.0%,232.7848,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_w0_bnt0,9.1%,451.1589,0,285.6,5583.85,400,
256,512,4096,1536,400,20,ActivationType.Gelu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,0,0,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,64,64,0,232.8836,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w4,0.0%,241.8453,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_w0_bnt0,9.1%,474.7289,0,542.83,5312.14,400,
256,1024,4096,1536,400,20,ActivationType.Gelu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,0,0,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,64,64,0,252.6943,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w4,0.0%,273.3084,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_w0_bnt0,9.1%,526.0027,0,979.84,4804.29,400,
256,2048,4096,1536,400,20,ActivationType.Gelu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,0,0,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,128,64,0,327.1916,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_async_w2,0.0%,374.447,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_w0_bnt0,9.1%,701.6386,0,1469.12,3616.61,400,
256,4096,4096,1536,400,20,ActivationType.Gelu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,0,0,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,128,64,0,584.0149,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_async_w3_bnt0,0.0%,626.5902,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_atomic_w0_bnt0,9.0%,1210.6051,0,1702.94,2113.43,400,
256,8192,4096,1536,400,20,ActivationType.Gelu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,0,0,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,128,64,0,1011.3478,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_async_w2_bnt0,0.0%,1148.4987,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_w0_bnt0,9.0%,2159.8465,0,1909.01,1204.01,400,
256,16384,4096,1536,400,20,ActivationType.Gelu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,0,0,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,128,64,0,1763.92,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_async_w4_bnt0,0.0%,2190.5712,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_w0_bnt0,9.0%,3954.4912,0,2085.31,678.81,400,
256,20480,4096,1536,400,20,ActivationType.Gelu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,0,0,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,128,64,0,2141.7642,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_async_w3_bnt0,0.0%,2717.507,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_w0_bnt0,9.1%,4859.2712,0,2121.29,561.05,400,
256,32768,4096,1536,400,20,ActivationType.Gelu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,0,0,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,128,64,0,3317.4996,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_async_w2_bnt0,0.0%,4306.5169,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_w0_bnt0,9.0%,7624.0165,0,2163.25,374.1,400,
256,65536,4096,1536,400,20,ActivationType.Gelu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,0,0,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,128,64,0,6537.2859,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_async_w3_bnt0,0.0%,8705.0395,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_w0_bnt0,9.0%,15242.3254,0,2164.06,209.13,400,
256,131072,4096,1536,400,20,ActivationType.Gelu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,0,0,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,128,64,0,13115.9492,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_async_w2_bnt0,0.0%,17689.8594,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_w0_bnt0,9.0%,30805.8086,0,2141.5,125.26,400,
