M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle
128,2880,4096,True,torch.bfloat16,torch.bfloat16,False,True
128,128,2880,True,torch.bfloat16,torch.bfloat16,False,True
128,201088,2880,False,torch.bfloat16,torch.bfloat16,False,True
256,5120,2880,True,torch.bfloat16,torch.bfloat16,False,True
256,2880,4096,True,torch.bfloat16,torch.bfloat16,False,True
256,128,2880,True,torch.bfloat16,torch.bfloat16,False,True
256,201088,2880,False,torch.bfloat16,torch.bfloat16,False,True
512,5120,2880,True,torch.bfloat16,torch.bfloat16,False,True
512,2880,4096,True,torch.bfloat16,torch.bfloat16,False,True
512,128,2880,True,torch.bfloat16,torch.bfloat16,False,True
512,201088,2880,False,torch.bfloat16,torch.bfloat16,False,True
1024,5120,2880,True,torch.bfloat16,torch.bfloat16,False,True
1024,2880,4096,True,torch.bfloat16,torch.bfloat16,False,True
1024,128,2880,True,torch.bfloat16,torch.bfloat16,False,True
1024,201088,2880,False,torch.bfloat16,torch.bfloat16,False,True
2048,5120,2880,True,torch.bfloat16,torch.bfloat16,False,True
2048,2880,4096,True,torch.bfloat16,torch.bfloat16,False,True
2048,128,2880,True,torch.bfloat16,torch.bfloat16,False,True
2048,201088,2880,False,torch.bfloat16,torch.bfloat16,False,True
4096,5120,2880,True,torch.bfloat16,torch.bfloat16,False,True
4096,2880,4096,True,torch.bfloat16,torch.bfloat16,False,True
4096,128,2880,True,torch.bfloat16,torch.bfloat16,False,True
4096,201088,2880,False,torch.bfloat16,torch.bfloat16,False,True
8192,5120,2880,True,torch.bfloat16,torch.bfloat16,False,True
8192,2880,4096,True,torch.bfloat16,torch.bfloat16,False,True
8192,128,2880,True,torch.bfloat16,torch.bfloat16,False,True
8192,201088,2880,False,torch.bfloat16,torch.bfloat16,False,True
16384,5120,2880,True,torch.bfloat16,torch.bfloat16,False,True
16384,2880,4096,True,torch.bfloat16,torch.bfloat16,False,True
16384,128,2880,True,torch.bfloat16,torch.bfloat16,False,True
16384,201088,2880,False,torch.bfloat16,torch.bfloat16,False,True
32768,5120,2880,True,torch.bfloat16,torch.bfloat16,False,True
32768,2880,4096,True,torch.bfloat16,torch.bfloat16,False,True
32768,128,2880,True,torch.bfloat16,torch.bfloat16,False,True
32768,201088,2880,False,torch.bfloat16,torch.bfloat16,False,True
