M,N,K
6447,8192,1024
6573,8192,1024
6604,8192,1024
6805,8192,1024
7008,8192,1024
7027,8192,1024
7094,8192,1024
7199,8192,1024
7239,8192,1024
7242,8192,1024
7329,8192,1024
7393,8192,1024
7459,8192,1024
7510,8192,1024
7635,8192,1024
7679,8192,1024
8061,8192,1024
8081,8192,1024
10074,8192,1024
14790,8192,1024
15115,8192,1024
18505,8192,1024
20205,8192,1024
20989,8192,1024
21780,8192,1024
22349,8192,1024
22846,8192,1024
32070,8192,1024
32141,8192,1024
32144,8192,1024
32164,8192,1024
32318,8192,1024
32372,8192,1024
32387,8192,1024
32764,8192,1024
1,16384,1024
2,16384,1024
4,16384,1024
6,16384,1024
8,16384,1024
12,16384,1024
16,16384,1024
24,16384,1024
32,16384,1024
40,16384,1024
48,16384,1024
56,16384,1024
64,16384,1024
72,16384,1024
80,16384,1024
88,16384,1024
96,16384,1024
104,16384,1024
112,16384,1024
120,16384,1024
128,16384,1024
136,16384,1024
144,16384,1024
152,16384,1024
160,16384,1024
168,16384,1024
176,16384,1024
184,16384,1024
192,16384,1024
200,16384,1024
208,16384,1024
216,16384,1024
224,16384,1024
232,16384,1024
240,16384,1024
248,16384,1024
256,16384,1024
272,16384,1024
288,16384,1024
304,16384,1024
320,16384,1024
336,16384,1024
352,16384,1024
368,16384,1024
384,16384,1024
400,16384,1024
416,16384,1024
432,16384,1024
448,16384,1024
464,16384,1024
480,16384,1024
496,16384,1024
512,16384,1024
544,16384,1024
576,16384,1024
608,16384,1024
640,16384,1024
672,16384,1024
704,16384,1024
736,16384,1024
768,16384,1024
791,16384,1024
800,16384,1024
818,16384,1024
827,16384,1024
832,16384,1024
834,16384,1024
836,16384,1024
854,16384,1024
864,16384,1024
867,16384,1024
873,16384,1024
877,16384,1024
882,16384,1024
891,16384,1024
896,16384,1024
904,16384,1024
907,16384,1024
908,16384,1024
910,16384,1024
921,16384,1024
928,16384,1024
929,16384,1024
942,16384,1024
947,16384,1024
950,16384,1024
954,16384,1024
960,16384,1024
988,16384,1024
992,16384,1024
998,16384,1024
1006,16384,1024
1008,16384,1024
1024,16384,1024
1785,16384,1024
1841,16384,1024
2803,16384,1024
4964,16384,1024
6447,16384,1024
6573,16384,1024
6604,16384,1024
6805,16384,1024
7008,16384,1024
7027,16384,1024
7094,16384,1024
7199,16384,1024
7239,16384,1024
7242,16384,1024
7329,16384,1024
7393,16384,1024
7459,16384,1024
7510,16384,1024
7635,16384,1024
7679,16384,1024
8061,16384,1024
8081,16384,1024
10074,16384,1024
14790,16384,1024
15115,16384,1024
18505,16384,1024
20205,16384,1024
20989,16384,1024
21780,16384,1024
22349,16384,1024
22846,16384,1024
32070,16384,1024
32141,16384,1024
32144,16384,1024
32164,16384,1024
32318,16384,1024
32372,16384,1024
32387,16384,1024
32764,16384,1024
