cu_num,token,model_dim,inter_dim,expert,topk,act_type,dtype,q_dtype_a,q_dtype_w,q_type,use_g1u1,doweight_stage1,block_m,ksplit,us1,kernelName1,err1,us2,kernelName2,err2,us,run_1stage,xbf16,flat,tflops,bw,_tag
256,1024,4096,256,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,88.36099999999999,flydsl_mxmoe_g1_a4w4_32x128x256_nt_xcd4,1.1442%,81.2088,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_atomic_bnt2,0.2%,169.5698,0,0,0,379.9270063124448,9572.429246133452,
256,2048,4096,256,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,89.12049999999999,flydsl_mxmoe_g1_a4w4_64x128x256_nt_xcd2,1.1430%,121.9695,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_bnt2,0.0%,211.08999999999997,0,0,0,610.4011602397082,7749.198106376429,
256,4096,4096,256,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,124.061,flydsl_mxmoe_g1_a4w4_64x128x256_xcd2,1.1438%,201.2182,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_persist,0.0%,325.2792,0,0,0,792.2327375344014,5106.207000038737,
256,8192,4096,256,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,155.202,flydsl_mxmoe_g1_a4w4_64x256x256_xcd2,1.1430%,342.1527,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_persist,0.0%,497.3547,0,0,0,1036.2785331434488,3440.750456915356,
256,16384,4096,256,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,229.922,flydsl_mxmoe_g1_a4w4_64x256x256_xcd2,1.1433%,664.9736,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_persist,0.0%,894.8956000000001,0,0,0,1151.857698073384,2024.7491706943247,
256,32768,4096,256,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,392.444,flydsl_mxmoe_g1_a4w4_128x256x256_xcd4,1.1436%,1325.2201,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_sbm128,0.0%,1717.6641,0,0,0,1200.2218986587657,1172.0916117930158,
256,1,4096,512,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,21.2804,_ZN5aiter50fmoe_bf16_pertokenMXfp4_g1u1_flat_novs_silu_16x128E,0.0%,0.0,,0.0%,21.2804,1,1,1,5.91,0.0,
256,1,4096,512,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,21.572,_ZN5aiter50fmoe_bf16_pertokenMXfp4_g1u1_flat_novs_silu_16x128E,0.0%,0.0,,0.0%,21.572,1,1,1,6.42,0.0,
256,2,4096,512,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,21.7172,_ZN5aiter50fmoe_bf16_pertokenMXfp4_g1u1_flat_novs_silu_16x128E,0.0%,0.0,,0.0%,21.7172,1,1,1,11.59,0.0,
256,2,4096,512,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,22.312,_ZN5aiter50fmoe_bf16_pertokenMXfp4_g1u1_flat_novs_silu_16x128E,0.0%,0.0,,0.0%,22.312,1,1,1,12.41,0.0,
256,4,4096,512,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,26.0233,_ZN5aiter50fmoe_bf16_pertokenMXfp4_g1u1_flat_novs_silu_16x128E,0.0%,0.0,,0.0%,26.0233,1,1,1,19.34,0.0,
256,4,4096,512,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,27.3593,_ZN5aiter50fmoe_bf16_pertokenMXfp4_g1u1_flat_novs_silu_16x128E,0.0%,0.0,,0.0%,27.3593,1,1,1,20.24,0.0,
256,8,4096,512,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,53.93,_ZN5aiter50fmoe_bf16_pertokenMXfp4_g1u1_flat_novs_silu_16x256E,0.0%,0.0,,0.0%,53.93,1,1,1,18.66,0.0,
256,8,4096,512,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,56.85,_ZN5aiter50fmoe_bf16_pertokenMXfp4_g1u1_flat_novs_silu_16x256E,0.0%,0.0,,0.0%,56.85,1,1,1,19.47,0.0,
256,16,4096,512,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,85.6523,flydsl_mxmoe_g1_a4w4_16x256x256_f16in_nt,1.1%,0.0,flydsl_mxmoe_g2_a4w4_16x256x256_atomic,1.1%,85.6523,0,0,0,0.0,0.0,
256,16,4096,512,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,100.8484,_ZN5aiter50fmoe_bf16_pertokenMXfp4_g1u1_flat_novs_silu_16x128E,0.0%,0.0,,0.0%,100.8484,1,1,1,21.96,0.0,
256,32,4096,512,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,138.8336,flydsl_mxmoe_g1_a4w4_16x256x256_f16in_nt,1.1%,0.0,flydsl_mxmoe_g2_a4w4_16x256x256_atomic_nt,1.1%,138.8336,0,0,0,0.0,0.0,
256,32,4096,512,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,95.9892,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w3,0.0%,54.2338,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_atomic_bnt2,0.7%,150.223,0,0,0,29.48,21487.46,
256,64,4096,512,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,206.0825,flydsl_mxmoe_g1_a4w4_16x256x256_f16in_nt,1.1%,0.0,flydsl_mxmoe_g2_a4w4_16x256x256_atomic_nt,1.1%,206.0825,0,0,0,0.0,0.0,
256,64,4096,512,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,142.5468,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w4,0.0%,76.7286,flydsl_moe2_afp4_wfp4_bf16_t16x256x256_reduce_bnt2_persist_sbm32,0.0%,219.2754,0,0,0,40.4,14722.6,
256,128,4096,512,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,16,0,265.9923,flydsl_mxmoe_g1_a4w4_16x256x256_f16in_nt,1.1%,0.0,flydsl_mxmoe_g2_a4w4_16x256x256_atomic_nt,1.1%,265.9923,0,0,0,0.0,0.0,
256,128,4096,512,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,170.497,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w2,0.0%,88.8792,flydsl_moe2_afp4_wfp4_bf16_t16x128x256_atomic_bnt2_sbm32,0.7%,259.3762,0,0,0,68.31,12449.45,
256,256,4096,512,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,180.07840000000002,flydsl_moe1_afp4_wfp4_bf16_t32x32x256_w4,0.0%,98.1332,flydsl_moe2_afp4_wfp4_bf16_t16x128x256_atomic_bnt2_persist_sbm32,0.6%,278.2116,0,0,0,115.78,11589.64,
256,256,4096,512,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,180.6247,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w2,0.0%,97.6837,flydsl_moe2_afp4_wfp4_bf16_t16x128x256_atomic_bnt2_sbm32,0.7%,278.3084,0,0,0,127.32,11608.21,
256,512,4096,512,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,185.0039,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w2,0.0%,102.9661,flydsl_moe2_afp4_wfp4_bf16_t32x256x256_atomic_bnt2_xcd4,0.7%,287.97,0,0,0,223.72,11207.82,
256,512,4096,512,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,185.9697,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w4,0.0%,104.3151,flydsl_moe2_afp4_wfp4_bf16_t32x256x256_atomic_bnt2_xcd4_persist,0.7%,290.2848,0,0,0,244.13,11140.12,
256,1024,4096,512,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,168.78199999999998,flydsl_mxmoe_g1_a4w4_32x128x256_nt_xcd2,1.1484%,113.4442,flydsl_moe2_afp4_wfp4_bf16_t32x256x256_atomic_bnt2_xcd4_persist,0.6%,282.22619999999995,0,0,0,456.5446901315329,11458.218132540498,
256,1024,4096,512,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,199.1801,flydsl_moe1_afp4_wfp4_bf16_t32x64x256_w4,0.0%,116.705,flydsl_moe2_afp4_wfp4_bf16_t32x256x256_atomic_bnt2_persist,0.7%,315.8851,0,0,0,448.69,10257.21,
256,2048,4096,512,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,176.1615,flydsl_mxmoe_g1_a4w4_64x128x256_nt_xcd2,1.1452%,164.8452,flydsl_moe2_afp4_wfp4_bf16_t64x128x128_atomic_bnt2,0.6%,341.0067,0,0,0,755.6984483882574,9520.023381030343,
256,2048,4096,512,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,174.5615,flydsl_mxmoe_g1_a4w4_64x128x256_nt_xcd2,1.1426%,177.0295,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_reduce,0.0%,351.591,0,0,0,806.2473577082463,9251.320362207793,
256,4096,4096,512,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,240.662,flydsl_mxmoe_g1_a4w4_64x128x256,1.1454%,281.6496,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_reduce_persist,0.0%,522.3116,0,0,0,986.7551421890687,6263.606521894209,
256,4096,4096,512,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,251.722,flydsl_mxmoe_g1_a4w4_64x128x256,1.1442%,295.6777,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_reduce,0.0%,547.3997,0,0,0,1035.6843604956305,5988.036375650187,
256,8192,4096,512,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,306.603,flydsl_mxmoe_g1_a4w4_64x256x256_xcd4,1.1435%,470.4931,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_reduce,0.0%,777.0961,0,0,0,1326.466686089404,4274.750172180764,
256,8192,4096,512,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,315.283,flydsl_mxmoe_g1_a4w4_64x256x256_xcd2,1.1442%,503.9596,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_reduce,0.0%,819.2426,0,0,0,1384.0519286631334,4062.5091353550215,
256,16384,4096,512,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,449.3845,flydsl_mxmoe_g1_a4w4_64x256x256_xcd2,1.1430%,893.0302,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_reduce_persist,0.0%,1342.4147,0,0,0,1535.7330746534585,2549.5443633848768,
256,16384,4096,512,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,512.905,flydsl_mxmoe_g1_a4w4_64x256x256_xcd2,1.1424%,979.0905,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_reduce_persist,0.0%,1491.9955,0,0,0,1519.936117394456,2298.156684051661,
256,32768,4096,512,512,10,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,770.548,flydsl_mxmoe_g1_a4w4_128x256x256_xcd2,1.1435%,1683.8059,flydsl_moe2_afp4_wfp4_bf16_t128x128x256_reduce_xcd4_persist,0.0%,2454.3539,0,0,0,1679.9384904719732,1476.505925544804,
256,32768,4096,512,513,11,ActivationType.Silu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,895.149,flydsl_mxmoe_g1_a4w4_128x256x256_xcd2,1.1436%,1917.3507,flydsl_moe2_afp4_wfp4_bf16_t128x128x256_reduce_xcd4_persist,0.0%,2812.4997,0,0,0,1612.6206026368645,1290.7226785421526,
